Code,Name,Country,Exchange,Currency,Type
VAQTF,va-Q-tec AG,USA,PINK,USD,Common Stock
VAR,"Varian Medical Systems, Inc",USA,NYSE,USD,Common Stock
VARGF,Varta AG,USA,OTCGREY,USD,Common Stock
VARXF,BOE Varitronix Limited,USA,OTCGREY,USD,Common Stock
VASO,Vaso Corporation,USA,PINK,USD,Common Stock
VAUCF,Viva Gold Corp,USA,OTCQB,USD,Common Stock
VBFC,Village Bank and Trust Financial Corp,USA,NASDAQ,USD,Common Stock
VBHI,"Verde Bio Holdings, Inc",USA,PINK,USD,Common Stock
VBIO,"Vitality Biopharma, Inc",USA,OTCCE,USD,Common Stock
VBIV,VBI Vaccines Inc,USA,NASDAQ,USD,Common Stock
VBIX,Viewbix Inc,USA,OTCQB,USD,Common Stock
VBIZF,Viva Biotech Holdings,USA,PINK,USD,Common Stock
VBLT,Vascular Biogenics Ltd,USA,NASDAQ,USD,Common Stock
VBSCF,Vibe Growth Corporation,USA,PINK,USD,Common Stock
VBTC,"Vubotics, Inc",USA,OTCCE,USD,Common Stock
VBTX,"Veritex Holdings, Inc",USA,NASDAQ,USD,Common Stock
VBVBF,VERBIO Vereinigte BioEnergie AG,USA,OTCGREY,USD,Common Stock
VBVT,Viabuilt Ventures Inc,USA,PINK,USD,Common Stock
VC,Visteon Corporation,USA,NASDAQ,USD,Common Stock
VCBD,"Vitalibis, Inc",USA,PINK,USD,Common Stock
VCBDQ,"Vitalibis, Inc",USA,PINK,USD,Common Stock
VCEL,Vericel Corporation,USA,NASDAQ,USD,Common Stock
VCEX,Vaccex Inc,USA,OTCCE,USD,Common Stock
VCF,"Delaware Investments Colorado Municipal Income Fund, Inc",USA,NYSE MKT,USD,Common Stock
VCIGF,Vitreous Glass Inc,USA,OTCGREY,USD,Common Stock
VCII,"ViviCells International, Inc",USA,OTCCE,USD,Common Stock
VCISF,VINCI SA,USA,PINK,USD,Common Stock
VCISY,VINCI SA,USA,PINK,USD,Common Stock
VCKA,Vickers Vantage Corp. I Ordinary Shares,USA,NASDAQ,USD,Common Stock
VCKAU,Vickers Vantage Corp. I,USA,NASDAQ,USD,Common Stock
VCKAW,Vickers Vantage Corp. I Warrant,USA,NASDAQ,USD,Common Stock
VCKVF,VCKVF,USA,OTCGREY,USD,Common Stock
VCLD,"Verecloud, Inc",USA,OTCCE,USD,Common Stock
VCMMF,Vocus Group Limited,USA,OTCGREY,USD,Common Stock
VCMP,Vcampus Corp ,USA,OTCCE,USD,Common Stock
VCNX,"Vaccinex, Inc",USA,NASDAQ,USD,Common Stock
VCOGF,Victoria Oil & Gas Plc,USA,OTCGREY,USD,Common Stock
VCON,"Vicon Industries, Inc",USA,PINK,USD,Common Stock
VCOR,Visiber57 Corp,USA,OTCQB,USD,Common Stock
VCRA,"Vocera Communications, Inc",USA,NYSE,USD,Common Stock
VCST,"ViewCast.com, Inc",USA,PINK,USD,Common Stock
VCTL,"Rainmaker Systems, Inc",USA,PINK,USD,Common Stock
VCTR,"Victory Capital Holdings, Inc",USA,NASDAQ,USD,Common Stock
VCTY,"Videolocity International, Inc",USA,OTCCE,USD,Common Stock
VCV,Invesco California Value Municipal Income Trust,USA,NYSE,USD,Common Stock
VCVC,10X Capital Venture Acquisition Corp,USA,NASDAQ,USD,Common Stock
VCVCU,10X Capital Venture Acquisition Corp,USA,NASDAQ,USD,Common Stock
VCVCW,10X Capital Venture Acquisition Corp,USA,NASDAQ,USD,Common Stock
VCYE,Velocity Energy Inc,USA,PINK,USD,Common Stock
VCYT,"Veracyte, Inc",USA,NASDAQ,USD,Common Stock
VDAHF,Vinda International Holdings Limited,USA,OTCGREY,USD,Common Stock
VDAHY,Vinda International Holdings Limited,USA,PINK,USD,Common Stock
VDEVF,Van de Velde NV,USA,PINK,USD,Common Stock
VDKB,Vodka Brands Corp,USA,PINK,USD,Common Stock
VDMCY,Vodacom Group Limited,USA,PINK,USD,Common Stock
VDMRF,Vanadium One Iron Corp,USA,OTCGREY,USD,Common Stock
VDOMF,Val-d'Or Mining Corporation,USA,OTCGREY,USD,Common Stock
VDPH,VDO-Ph International,USA,PINK,USD,Common Stock
VDQSF,Gnomestar Craft Inc,USA,OTCGREY,USD,Common Stock
VDRM,"ViaDerma, Inc",USA,PINK,USD,Common Stock
VDTAF,Vendetta Mining Corp,USA,OTCGREY,USD,Common Stock
VDXI,VeriDetx Corp,USA,PINK,USD,Common Stock
VEC,"Vectrus, Inc",USA,NYSE,USD,Common Stock
VECO,Veeco Instruments Inc,USA,NASDAQ,USD,Common Stock
VEDL,Vedanta Limited,USA,NYSE,USD,Common Stock
VEEV,Veeva Systems Inc,USA,NYSE,USD,Common Stock
VEGGF,Better Plant Sciences Inc,USA,OTCQB,USD,Common Stock
VEGL,"Vegalab, Inc",USA,PINK,USD,Common Stock
VEGPF,Vectura Group plc,USA,PINK,USD,Common Stock
VEGYF,Virginia Energy Resources Inc,USA,PINK,USD,Common Stock
VEI,VINE ENERGY INC.,USA,NYSE,USD,Common Stock
VEII,"Value Exchange International, Inc",USA,OTCQB,USD,Common Stock
VEL,"Velocity Financial, Inc",USA,NYSE,USD,Common Stock
VELOU,Velocity Acquisition Corp. Units,USA,NASDAQ,USD,Common Stock
VELXF,Canadian Overseas Petroleum Limited,USA,PINK,USD,Common Stock
VEMLF,Venture Corporation Limited,USA,PINK,USD,Common Stock
VEMLY,Venture Corporation Limited,USA,PINK,USD,Common Stock
VENAU,Venus Acquisition Corp,USA,NASDAQ,USD,Common Stock
VEND,"Generation Next Franchise Brands, Inc",USA,PINK,USD,Common Stock
VENV,Venture Vanadium Inc,USA,PINK,USD,Common Stock
VEOEF,Veolia Environnement S.A,USA,PINK,USD,Common Stock
VEOEY,Veolia Environnement S.A,USA,PINK,USD,Common Stock
VEON,VEON Ltd,USA,NASDAQ,USD,Common Stock
VER,"VEREIT, Inc",USA,NYSE,USD,Common Stock
VERB,"Verb Technology Company, Inc",USA,NASDAQ,USD,Common Stock
VERBW,"Verb Technology Company, Inc",USA,NASDAQ,USD,Common Stock
VERF,Versailles Financial Corporation,USA,PINK,USD,Common Stock
VERI,"Veritone, Inc",USA,NASDAQ,USD,Common Stock
VERO,Venus Concept Inc,USA,NASDAQ,USD,Common Stock
VERU,Veru Inc,USA,NASDAQ,USD,Common Stock
VERX,"Vertex, Inc",USA,NASDAQ,USD,Common Stock
VERY,"Vericity, Inc",USA,NASDAQ,USD,Common Stock
VEST,"Vestiage, Inc",USA,PINK,USD,Common Stock
VESTF,Corporación Inmobiliaria Vesta S.A.B. de C.V,USA,PINK,USD,Common Stock
VET,Vermilion Energy Inc,USA,NYSE,USD,Common Stock
VETTF,Vector Limited,USA,PINK,USD,Common Stock
VEXTF,"Vext Science, Inc",USA,OTCQX,USD,Common Stock
VFC,V.F. Corporation,USA,NYSE,USD,Common Stock
VFF,"Village Farms International, Inc",USA,NASDAQ,USD,Common Stock
VFL,Delaware Investments National Municipal Income Fund,USA,NYSE MKT,USD,Common Stock
VFRM,"Veritas Farms, Inc",USA,OTCQB,USD,Common Stock
VFUUF,VFUUF,USA,OTCGREY,USD,Common Stock
VG,Vonage Holdings Corp,USA,NASDAQ,USD,Common Stock
VGAC,VG Acquisition Corp,USA,NYSE,USD,Common Stock
VGAC-U,VGAC-U,USA,NYSE,USD,Common Stock
VGAC-WS,VGAC-WS,USA,NYSE,USD,Common Stock
VGANF,Plant & Co. Brands Ltd,USA,PINK,USD,Common Stock
VGGOF,Cryptologic Corp,USA,OTCGREY,USD,Common Stock
VGID,"V Group, Inc",USA,PINK,USD,Common Stock
VGII-U,VGII-U,USA,NYSE,USD,Common Stock
VGLDF,Vangold Mining Corp,USA,OTCGREY,USD,Common Stock
VGLS,VG Life Sciences Inc,USA,PINK,USD,Common Stock
VGM,Invesco Trust for Investment Grade Municipals,USA,NYSE,USD,Common Stock
VGMIF,Visible Gold Mines Inc,USA,OTCGREY,USD,Common Stock
VGPBF,VGP NV,USA,PINK,USD,Common Stock
VGR,Vector Group Ltd,USA,NYSE,USD,Common Stock
VGREF,VIASPACE Green Energy Inc,USA,PINK,USD,Common Stock
VGTL,"VGTel, Inc",USA,PINK,USD,Common Stock
VGZ,Vista Gold Corp,USA,NYSE MKT,USD,Common Stock
VHAQ,Viveon Health Acquisition Corp,USA,NYSE MKT,USD,Common Stock
VHAQ-R,VHAQ-R,USA,AMEX,USD,Common Stock
VHAQ-U,VHAQ-U,USA,NYSE MKT,USD,Common Stock
VHAQ-WS,VHAQ-WS,USA,NYSE MKT,USD,Common Stock
VHC,VirnetX Holding Corp,USA,NYSE,USD,Common Stock
VHI,"Valhi, Inc",USA,NYSE,USD,Common Stock
VHLGF,Valuetronics Holdings Limited,USA,OTCGREY,USD,Common Stock
VHUB,Vapor Hub International Inc,USA,PINK,USD,Common Stock
VIAAY,Flughafen Wien Aktiengesellschaft,USA,PINK,USD,Common Stock
VIABP,ViacomCBS Inc,USA,PINK,USD,Common Stock
VIAC,ViacomCBS Inc,USA,NYSE,USD,Common Stock
VIACA,ViacomCBS Inc,USA,NASDAQ,USD,Common Stock
VIACP,ViacomCBS Inc,USA,NASDAQ,USD,Common Stock
VIAO,VIA optronics AG,USA,NYSE,USD,Common Stock
VIAP,"VIA Pharmaceuticals, Inc",USA,PINK,USD,Common Stock
VIAV,Viavi Solutions Inc,USA,NASDAQ,USD,Common Stock
VIBI,Vilacto Bio Inc,USA,PINK,USD,Common Stock
VIBVY,VIB Vermögen AG,USA,OTCGREY,USD,Common Stock
VICA,Rafina Innovations Inc,USA,PINK,USD,Common Stock
VICI,VICI Properties Inc,USA,NYSE,USD,Common Stock
VICP,"Vicapsys Life Sciences, Inc",USA,PINK,USD,Common Stock
VICR,Vicor Corporation,USA,NASDAQ,USD,Common Stock
VICT,"Victura Construction Group, Inc",USA,OTCCE,USD,Common Stock
VIDA,Vidaroo Corp,USA,OTCCE,USD,Common Stock
VIDE,Video Display Corporation,USA,PINK,USD,Common Stock
VIE,"Viela Bio, Inc",USA,NASDAQ,USD,Common Stock
VIEW,"View, Inc",USA,NASDAQ,USD,Common Stock
VIEWF,"Viewtran Group, Inc",USA,PINK,USD,Common Stock
VIEWW,"View, Inc",USA,NASDAQ,USD,Common Stock
VIFI,"Vie Financial Group, Inc",USA,OTCCE,USD,Common Stock
VIGLF,Vigil Health Solutions Inc,USA,OTCGREY,USD,Common Stock
VIH,VPC Impact Acquisition Holdings,USA,NASDAQ,USD,Common Stock
VIHAU,VPC Impact Acquisition Holdings,USA,NASDAQ,USD,Common Stock
VIHAW,VPC Impact Acquisition Holdings,USA,NASDAQ,USD,Common Stock
VIHD,Vision Hydrogen Corporation,USA,NASDAQ,USD,Common Stock
VIIAU,7GC & Co. Holdings Inc,USA,NASDAQ,USD,Common Stock
VIIAW,7GC & Co. Holdings Inc. Warrant,USA,NASDAQ,USD,Common Stock
VINC,"Vincerx Pharma, Inc",USA,NASDAQ,USD,Common Stock
VINCU,"Vincerx Pharma, Inc",USA,NASDAQ,USD,Common Stock
VINCW,"Vincerx Pharma, Inc",USA,NASDAQ,USD,Common Stock
VINO,"Gaucho Group Holdings, Inc",USA,NASDAQ,USD,Common Stock
VINP,Vinci Partners Investments Ltd,USA,NASDAQ,USD,Common Stock
VINS,Vindicator Silver Lead Mining Co,USA,PINK,USD,Common Stock
VIOT,"Viomi Technology Co., Ltd",USA,NASDAQ,USD,Common Stock
VIP,VimpelCom Ltd,USA,NASDAQ,USD,Common Stock
VIPK,"VIP ComLink, Inc",USA,PINK,USD,Common Stock
VIPRF,Silver Viper Minerals Corp,USA,OTCQB,USD,Common Stock
VIPS,Vipshop Holdings Limited,USA,NYSE,USD,Common Stock
VIPV,VIPR Corp,USA,OTCCE,USD,Common Stock
VIR,"Vir Biotechnology, Inc",USA,NASDAQ,USD,Common Stock
VIRA,Viratech Corp,USA,PINK,USD,Common Stock
VIRC,Virco Mfg. Corporation,USA,NASDAQ,USD,Common Stock
VIRI,"Virios Therapeutics, LLC",USA,NASDAQ,USD,Common Stock
VIRT,"Virtu Financial, Inc",USA,NASDAQ,USD,Common Stock
VIRX,"Viracta Therapeutics, Inc",USA,NASDAQ,USD,Common Stock
VISL,"Vislink Technologies, Inc",USA,NASDAQ,USD,Common Stock
VISM,"Visium Technologies, Inc",USA,PINK,USD,Common Stock
VIST,"Vista Oil & Gas, S.A.B. de C.V",USA,NYSE,USD,Common Stock
VITFF,Victoria Gold Corp,USA,PINK,USD,Common Stock
VITL,"Vital Farms, Inc",USA,NASDAQ,USD,Common Stock
VITOF,"Vitro, S.A.B. de C.V",USA,PINK,USD,Common Stock
VITX,"Vitana-X, Inc",USA,PINK,USD,Common Stock
VIV,Telefônica Brasil S.A,USA,NYSE,USD,Common Stock
VIVC,Vivic Corp,USA,OTCQB,USD,Common Stock
VIVE,"Viveve Medical, Inc",USA,NASDAQ,USD,Common Stock
VIVEF,Vivendi SE,USA,PINK,USD,Common Stock
VIVHY,Vivendi SE,USA,PINK,USD,Common Stock
VIVK,"Vivakor, Inc",USA,PINK,USD,Common Stock
VIVO,"Meridian Bioscience, Inc",USA,NASDAQ,USD,Common Stock
VIVXF,Avivagen Inc,USA,OTCQB,USD,Common Stock
VIZC,"VizConnect, Inc",USA,PINK,USD,Common Stock
VIZG,VisionGlobal Corporation,USA,OTCGREY,USD,Common Stock
VIZSF,Vizsla Silver Corp,USA,OTCQB,USD,Common Stock
VJET,voxeljet AG,USA,NASDAQ,USD,Common Stock
VKEMF,VEF Ltd,USA,OTCGREY,USD,Common Stock
VKI,Invesco Advantage Municipal Income Trust II,USA,NYSE MKT,USD,Common Stock
VKIN,"Viking Energy Group, Inc",USA,OTCQB,USD,Common Stock
VKIND,"Viking Energy Group, Inc",USA,OTCQB,USD,Common Stock
VKMTF,Victory Metals Inc,USA,PINK,USD,Common Stock
VKQ,Invesco Municipal Trust,USA,NYSE,USD,Common Stock
VKSC,"Viskase Companies, Inc",USA,PINK,USD,Common Stock
VKSKF,"Vital KSK Holdings, Inc",USA,PINK,USD,Common Stock
VKTX,"Viking Therapeutics, Inc",USA,NASDAQ,USD,Common Stock
VKTXW,VKTXW,USA,NASDAQ,USD,Common Stock
VLBI,"Valentine Beauty, Inc",USA,OTCCE,USD,Common Stock
VLCJF,Velocity Minerals Ltd,USA,OTCQB,USD,Common Stock
VLDI,Validian Corporation,USA,PINK,USD,Common Stock
VLDR,"Velodyne Lidar, Inc",USA,NASDAQ,USD,Common Stock
VLDRW,"Velodyne Lidar, Inc",USA,NASDAQ,USD,Common Stock
VLEEF,Valeo SE,USA,PINK,USD,Common Stock
VLEEY,Valeo SE,USA,PINK,USD,Common Stock
VLEOF,Voleo Trading Systems Inc,USA,PINK,USD,Common Stock
VLGEA,"Village Super Market, Inc",USA,NASDAQ,USD,Common Stock
VLKAF,Volkswagen AG,USA,PINK,USD,Common Stock
VLKPF,Volkswagen AG,USA,PINK,USD,Common Stock
VLLTF,Emergence Global Enterprises Inc,USA,PINK,USD,Common Stock
VLLX,Valley Republic Bancorp,USA,OTCQX,USD,Common Stock
VLMGF,Viscount Mining Corp,USA,OTCQB,USD,Common Stock
VLMTY,Valmet Oyj,USA,OTCGREY,USD,Common Stock
VLMZF,Volcanic Gold Mines Inc,USA,OTCGREY,USD,Common Stock
VLNCF,The Valens Company Inc,USA,OTCQX,USD,Common Stock
VLNSF,Velan Inc,USA,OTCGREY,USD,Common Stock
VLNVF,Van Lanschot Kempen N.V,USA,OTCGREY,USD,Common Stock
VLO,Valero Energy Corporation,USA,NYSE,USD,Common Stock
VLON,Vallon Pharmaceuticals Inc. Common Stock,USA,NASDAQ,USD,Common Stock
VLOUF,Vallourec S.A,USA,PINK,USD,Common Stock
VLOWY,Vallourec S.A,USA,PINK,USD,Common Stock
VLPNF,Voestalpine AG,USA,PINK,USD,Common Stock
VLPNY,Voestalpine AG,USA,PINK,USD,Common Stock
VLRS,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V",USA,NYSE,USD,Common Stock
VLT,Invesco High Income Trust II,USA,NYSE,USD,Common Stock
VLTAF,Voltalia SA,USA,OTCGREY,USD,Common Stock
VLTFF,Volta Finance Limited,USA,OTCGREY,USD,Common Stock
VLVLY,AB Volvo (publ),USA,PINK,USD,Common Stock
VLXC,Veltex Corporation,USA,PINK,USD,Common Stock
VLXGF,Volex plc,USA,PINK,USD,Common Stock
VLY,Valley National Bancorp,USA,NASDAQ,USD,Common Stock
VLYPO,Valley National Bancorp,USA,NASDAQ,USD,Common Stock
VLYPP,Valley National Bancorp,USA,NASDAQ,USD,Common Stock
VMAC,Vistas Media Acquisition Company Inc,USA,NASDAQ,USD,Common Stock
VMACU,Vistas Media Acquisition Company Inc,USA,NASDAQ,USD,Common Stock
VMACW,Vistas Media Acquisition Company Inc,USA,NASDAQ,USD,Common Stock
VMAR,Vision Marine Technologies Inc,USA,NASDAQ,USD,Common Stock
VMC,Vulcan Materials Company,USA,NYSE,USD,Common Stock
VMCS,VisualMED Clinical Solutions Corp,USA,PINK,USD,Common Stock
VMD,"Viemed Healthcare, Inc",USA,NASDAQ,USD,Common Stock
VMHG,Victory Marine Holdings Corp,USA,PINK,USD,Common Stock
VMI,"Valmont Industries, Inc",USA,NYSE,USD,Common Stock
VMII,"Voice Mobility International, Inc",USA,OTCGREY,USD,Common Stock
VMM,"Delaware Investments Minnesota Municipal Income Fund II, Inc",USA,NYSE MKT,USD,Common Stock
VMNGF,Vanstar Mining Resources Inc,USA,PINK,USD,Common Stock
VMNT,"Vemanti Group, Inc",USA,OTCQB,USD,Common Stock
VMO,Invesco Municipal Opportunity Trust,USA,NYSE,USD,Common Stock
VMRI,"Valmie Resources, Inc",USA,OTCCE,USD,Common Stock
VMRSF,VMRSF,USA,OTCQB,USD,Common Stock
VMSI,"Vita Mobile Systems, Inc",USA,PINK,USD,Common Stock
VMTF,"VMT Scientific, Inc",USA,OTCCE,USD,Common Stock
VMTG,Victor Mining Industry Group Inc,USA,PINK,USD,Common Stock
VMW,"VMware, Inc",USA,NYSE,USD,Common Stock
VNAPF,Verona Pharma plc,USA,OTCGREY,USD,Common Stock
VNCE,Vince Holding Corp,USA,NYSE,USD,Common Stock
VNCI,Vancord Capital Inc,USA,OTCCE,USD,Common Stock
VNCKF,Victory Nickel Inc,USA,PINK,USD,Common Stock
VNDA,Vanda Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock
VNE,"Veoneer, Inc",USA,NYSE,USD,Common Stock
VNET,"21Vianet Group, Inc",USA,NASDAQ,USD,Common Stock
VNHLF,Zephyr Energy plc,USA,PINK,USD,Common Stock
VNJA,Vanjia Corporation,USA,PINK,USD,Common Stock
VNLEF,Vanoil Energy Ltd,USA,PINK,USD,Common Stock
VNNHF,Belo Sun Mining Corp,USA,PINK,USD,Common Stock
VNNVF,Vonovia SE,USA,PINK,USD,Common Stock
VNNYF,Vinergy Capital Inc,USA,OTCQB,USD,Common Stock
VNO,Vornado Realty Trust,USA,NYSE,USD,Common Stock
VNOM,Viper Energy Partners LP,USA,NASDAQ,USD,Common Stock
VNORP,Vornado Realty Trust,USA,PINK,USD,Common Stock
VNRFY,Vienna Insurance Group AG,USA,PINK,USD,Common Stock
VNRGF,Vienna Insurance Group AG,USA,OTCGREY,USD,Common Stock
VNRX,VolitionRx Limited,USA,NYSE MKT,USD,Common Stock
VNT,Vontier Corporation,USA,NYSE,USD,Common Stock
VNTA,"Ventana Biotech, Inc",USA,OTCCE,USD,Common Stock
VNTH,"Nano Mobile Healthcare, Inc",USA,PINK,USD,Common Stock
VNTN,"VentureNet Capital Group, Inc",USA,OTCCE,USD,Common Stock
VNTR,Venator Materials PLC,USA,NYSE,USD,Common Stock
VNUE,"VNUE, Inc",USA,PINK,USD,Common Stock
VNWTF,Vecima Networks Inc,USA,PINK,USD,Common Stock
VOAXF,Voltabox AG,USA,PINK,USD,Common Stock
VOBIF,VOBIF,USA,PINK,USD,Common Stock
VOC,VOC Energy Trust,USA,NYSE,USD,Common Stock
VOD,Vodafone Group Plc,USA,NASDAQ,USD,Common Stock
VODAF,Vodacom Group Limited,USA,PINK,USD,Common Stock
VODPF,Vodafone Group Plc,USA,PINK,USD,Common Stock
VOHO,"Volcan Holdings, Inc",USA,PINK,USD,Common Stock
VOIS,GAMERICA Holdings and Acquisitions Corp,USA,PINK,USD,Common Stock
VOLAF,AB Volvo (publ),USA,PINK,USD,Common Stock
VOLT,"Volt Information Sciences, Inc",USA,NYSE MKT,USD,Common Stock
VOLVF,AB Volvo (publ),USA,PINK,USD,Common Stock
VONHF,Vontobel Holding AG,USA,OTCMKTS,USD,Common Stock
VONI,Veroni Brands Corp,USA,PINK,USD,Common Stock
VONOY,Vonovia SE,USA,PINK,USD,Common Stock
VOPKF,Royal Vopak N.V,USA,PINK,USD,Common Stock
VOPKY,Royal Vopak N.V,USA,PINK,USD,Common Stock
VOQP,"VioQuest Pharmaceuticals, Inc",USA,PINK,USD,Common Stock
VOR,Vor Biopharma Inc. Common Stock,USA,NASDAQ,USD,Common Stock
VOSO,Virtuoso Acquisition Corp. Class A Common Stock,USA,NASDAQ,USD,Common Stock
VOSOU,Virtuoso Acquisition Corp,USA,NASDAQ,USD,Common Stock
VOSOW,Virtuoso Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock
VOSSF,Vossloh AG,USA,OTCGREY,USD,Common Stock
VOSSY,Vossloh AG,USA,PINK,USD,Common Stock
VOTDF,VOTI Detection Inc,USA,PINK,USD,Common Stock
VOXCF,Vox Royalty Corp,USA,OTCGREY,USD,Common Stock
VOXX,VOXX International Corporation,USA,NASDAQ,USD,Common Stock
VOYA,"Voya Financial, Inc",USA,NYSE,USD,Common Stock
VOYJF,Valmet Oyj,USA,OTCGREY,USD,Common Stock
VOYRF,Valor Resources Limited,USA,OTCGREY,USD,Common Stock
VOYT,Voyant International Corp,USA,OTCCE,USD,Common Stock
VPAHF,Volpara Health Technologies Limited,USA,OTCGREY,USD,Common Stock
VPCBU,VPC Impact Acquisition Holdings II Unit,USA,NASDAQ,USD,Common Stock
VPCC-U,VPCC-U,USA,NYSE,USD,Common Stock
VPER,"Viper Networks, Inc",USA,PINK,USD,Common Stock
VPG,"Vishay Precision Group, Inc",USA,NYSE,USD,Common Stock
VPGI,"Velocity Portfolio Group, Inc",USA,PINK,USD,Common Stock
VPGLF,Value Partners Group Limited,USA,PINK,USD,Common Stock
VPHIF,Valeo Pharma Inc,USA,OTCQB,USD,Common Stock
VPLM,Voip-Pal.com Inc,USA,OTCQB,USD,Common Stock
VPOR,"Vapor Group, Inc",USA,OTCCE,USD,Common Stock
VPRB,"VPR Brands, LP",USA,PINK,USD,Common Stock
VPRIF,Vitality Products Inc,USA,OTCGREY,USD,Common Stock
VPRO,Viropro Inc,USA,OTCCE,USD,Common Stock
VPS,Vermont Pure Holdings Ltd,USA,NYSE MKT,USD,Common Stock
VPSN,"Vision Airships, Inc",USA,OTCGREY,USD,Common Stock
VPTDF,VentriPoint Diagnostics Ltd,USA,OTCGREY,USD,Common Stock
VPTOF,Senex Energy Limited,USA,PINK,USD,Common Stock
VPTV,"VideoPropulsion Interactive Television, Inc",USA,PINK,USD,Common Stock
VPV,Invesco Pennsylvania Value Municipal Income Trust,USA,NYSE,USD,Common Stock
VQSLF,VIQ Solutions Inc,USA,OTCQX,USD,Common Stock
VRA,"Vera Bradley, Inc",USA,NASDAQ,USD,Common Stock
VRAY,"ViewRay, Inc",USA,NASDAQ,USD,Common Stock
VRBCF,Virbac SA,USA,OTCGREY,USD,Common Stock
VRBFF,Vanadiumcorp Resource Inc,USA,OTCQB,USD,Common Stock
VRCA,Verrica Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock
VRCFF,Victory Resources Corporation,USA,PINK,USD,Common Stock
VRCI,"Verde Science, Inc",USA,OTCCE,USD,Common Stock
VRCM,"VersaCOM International, Inc",USA,OTCGREY,USD,Common Stock
VRCV,"Varca Ventures, Inc",USA,PINK,USD,Common Stock
VRDN,"Viridian Therapeutics, Inc",USA,NASDAQ,USD,Common Stock
VRDR,"Verde Resources, Inc",USA,OTCQB,USD,Common Stock
VRDSF,Viridis Holdings Corp,USA,PINK,USD,Common Stock
VRE,Vincom Retail JSC Ordinary Shares,USA,OTCBB,USD,Common Stock
VRED,"Virtual Ed Link, Inc",USA,OTCCE,USD,Common Stock
VREOF,"Vireo Health International, Inc",USA,OTCQX,USD,Common Stock
VREX,Varex Imaging Corporation,USA,NASDAQ,USD,Common Stock
VRM,"Vroom, Inc",USA,NASDAQ,USD,Common Stock
VRME,"VerifyMe, Inc",USA,NASDAQ,USD,Common Stock
VRMEW,"VerifyMe, Inc",USA,NASDAQ,USD,Common Stock
VRNA,Verona Pharma plc,USA,NASDAQ,USD,Common Stock
VRNDF,Delta 9 Cannabis Inc,USA,OTCQX,USD,Common Stock
VRNOF,Verano Holdings Corp,USA,PINK,USD,Common Stock
VRNS,"Varonis Systems, Inc",USA,NASDAQ,USD,Common Stock
VRNT,Verint Systems Inc,USA,NASDAQ,USD,Common Stock
VRPX,"Virpax Pharmaceuticals, Inc. Common Stock",USA,NASDAQ,USD,Common Stock
VRRCF,VR Resources Ltd,USA,OTCQB,USD,Common Stock
VRRKF,VersaBank,USA,OTCGREY,USD,Common Stock
VRRM,Verra Mobility Corporation,USA,NASDAQ,USD,Common Stock
VRRMW,Verra Mobility Corporation,USA,PINK,USD,Common Stock
VRS,Verso Corporation,USA,NYSE,USD,Common Stock
VRSCF,Valterra  Resource Corporation,USA,OTCQB,USD,Common Stock
VRSEF,Verisante Technology Inc,USA,OTCGREY,USD,Common Stock
VRSK,"Verisk Analytics, Inc",USA,NASDAQ,USD,Common Stock
VRSN,"VeriSign, Inc",USA,NASDAQ,USD,Common Stock
VRSRF,Versarien plc,USA,PINK,USD,Common Stock
VRSSF,Versus Systems Inc,USA,OTCQB,USD,Common Stock
VRSYF,"VMS Rehab Systems, Inc",USA,PINK,USD,Common Stock
VRSZW,Verso Corp Wt Exp 07/15/2023,USA,PINK,USD,Common Stock
VRT,Vertiv Holdings Co,USA,NYSE,USD,Common Stock
VRTA,"Vestin Realty Mortgage I, Inc",USA,PINK,USD,Common Stock
VRTB,"Vestin Realty Mortgage II, Inc",USA,PINK,USD,Common Stock
VRTC,"Veritec, Inc",USA,PINK,USD,Common Stock
VRTHF,Veritas Pharma Inc,USA,OTCGREY,USD,Common Stock
VRTK,Vartech Systems Inc,USA,PINK,USD,Common Stock
VRTS,"Virtus Investment Partners, Inc",USA,NASDAQ,USD,Common Stock
VRTT,Viatar CTC Solutions Inc,USA,PINK,USD,Common Stock
VRTV,Veritiv Corporation,USA,NYSE,USD,Common Stock
VRTX,Vertex Pharmaceuticals Incorporated,USA,NASDAQ,USD,Common Stock
VRTY,Verity Corp,USA,PINK,USD,Common Stock
VRUS,"Verus International, Inc",USA,PINK,USD,Common Stock
VRUSD,"Verus International, Inc",USA,PINK,USD,Common Stock
VRVR,Virtual Interactive Technologies Corp,USA,PINK,USD,Common Stock
VRXWF,MediaValet Inc,USA,OTCGREY,USD,Common Stock
VRYYF,The Very Good Food Company Inc,USA,OTCQB,USD,Common Stock
VS,Versus Systems Inc,USA,OTCQB,USD,Common Stock
VSAT,"Viasat, Inc",USA,NASDAQ,USD,Common Stock
VSBC,VitaSpring Biomedical Co. Ltd,USA,PINK,USD,Common Stock
VSBGF,VSBLTY Groupe Technologies Corp,USA,PINK,USD,Common Stock
VSCFF,"Viscofan, S.A",USA,OTCGREY,USD,Common Stock
VSEC,VSE Corporation,USA,NASDAQ,USD,Common Stock
VSH,"Vishay Intertechnology, Inc",USA,NYSE,USD,Common Stock
VSMD,"Vasamed, Inc",USA,PINK,USD,Common Stock
